Date,Active energy burned(Cal),Apple Watch stand hours(hr),Basal energy burned(Cal),Distance walking / running(mi),Exercise time(min),Flights climbed(count),Heart rate(count/min),Resting heart rate(count/min),Stand time(min),Step count(count),Walking heart rate average(count/min)
2022-01-01,636.749,14.000,2146.132,3.023,13.000,6.000,73.380,57.000,105.000,6484.291,89.000
2022-01-02,950.930,17.000,2422.847,4.423,14.000,13.000,79.321,63.000,232.000,9735.000,101.000
2022-01-03,812.612,15.000,2290.516,4.941,10.000,6.000,73.579,62.000,187.000,10928.000,96.000
2022-01-04,739.214,14.000,2155.319,3.020,14.000,1.000,73.713,59.000,118.000,6557.000,98.500
2022-01-05,680.636,16.000,2192.133,2.509,17.000,6.000,76.623,62.000,117.000,5462.000,106.000
2022-01-06,674.366,13.000,2158.533,2.538,19.000,5.000,79.754,69.000,113.000,5506.000,103.000
2022-01-07,758.652,15.000,2127.800,2.415,33.000,3.000,82.349,61.000,97.000,5277.000,110.000
2022-01-08,660.398,15.000,2134.707,2.953,10.000,5.000,79.137,67.000,114.000,6431.000,111.000
2022-01-09,744.977,15.000,2227.105,3.655,15.000,9.000,79.224,64.000,143.000,7925.000,96.000
2022-01-10,798.227,16.000,2204.764,3.634,32.000,3.000,80.944,64.000,132.000,7794.000,107.000
2022-01-11,723.009,16.000,2140.073,3.035,20.000,4.000,77.444,62.000,127.000,6543.000,110.500
2022-01-12,761.197,15.000,2247.299,3.173,19.000,3.000,77.394,67.000,118.000,6930.365,105.500
2022-01-13,678.683,15.000,2172.020,2.871,21.000,2.000,79.469,71.000,102.000,6254.000,114.500
2022-01-14,600.199,15.000,2154.985,2.071,10.000,6.000,73.539,60.000,76.000,4529.000,94.500
2022-01-15,809.142,17.000,2341.823,3.283,15.000,4.000,75.593,57.000,120.000,7210.000,99.000
2022-01-16,595.756,15.000,2144.305,2.672,10.000,7.000,76.792,66.000,97.000,5904.000,102.000
2022-01-17,772.186,16.000,2218.005,3.660,29.000,10.000,76.035,53.000,135.000,7907.000,127.000
2022-01-18,903.900,18.000,2236.772,3.865,50.000,5.000,79.835,59.000,139.000,8341.000,101.000
2022-01-19,839.198,16.000,2237.389,3.384,33.000,2.000,81.768,63.000,129.000,7326.000,111.000
2022-01-20,683.538,16.000,2153.097,2.751,25.000,5.000,77.964,65.000,89.000,5943.000,104.000
2022-01-21,603.180,15.000,2105.276,2.477,15.000,2.000,76.569,61.000,85.000,5402.000,116.000
2022-01-22,844.352,17.000,2353.351,3.998,9.000,7.000,78.383,59.000,176.000,8693.000,120.500
2022-01-23,593.484,14.000,2127.413,2.414,12.000,1.000,71.063,57.000,102.000,5370.000,92.000
2022-01-24,748.287,15.000,2207.815,3.011,18.000,2.000,71.961,54.000,108.000,6604.000,94.000
2022-01-25,674.739,16.000,2173.488,2.906,21.000,2.000,76.390,60.000,92.000,6318.000,106.000
2022-01-26,676.337,14.000,2160.148,2.647,27.000,1.000,79.179,65.000,106.000,5774.195,109.000
2022-01-27,588.595,15.000,2132.795,2.294,18.000,4.000,81.219,66.000,87.000,4980.000,111.000
2022-01-28,727.851,16.000,2221.207,3.357,12.000,5.000,76.124,58.000,129.000,7297.994,118.000
2022-01-29,1132.024,15.000,2188.341,6.221,79.000,4.000,93.646,59.000,196.000,12656.000,103.500
2022-01-30,650.456,18.000,2160.677,2.046,11.000,1.000,75.133,64.000,87.000,4460.000,97.500
2022-01-31,764.997,16.000,2229.134,3.419,25.000,1.000,78.386,58.000,134.000,7433.000,108.000
2022-02-01,840.444,17.000,2247.472,3.663,39.000,,86.628,62.000,119.000,7772.000,112.000
2022-02-02,761.389,15.000,2234.173,3.077,28.000,3.000,73.237,55.000,120.000,6649.000,100.000
2022-02-03,714.642,14.000,2188.658,2.775,20.000,3.000,76.615,57.000,95.000,5805.000,108.000
2022-02-04,747.103,13.000,2212.925,3.190,29.000,4.000,77.958,53.000,100.000,6949.000,128.000
2022-02-05,1040.406,14.000,2192.332,4.849,63.000,2.000,89.453,60.000,217.000,10610.000,118.500
2022-02-06,789.343,16.000,2204.261,3.580,17.000,5.000,68.408,55.000,145.000,7775.000,98.000
2022-02-07,758.808,16.000,2270.270,3.532,26.000,1.000,78.340,63.000,107.000,7367.000,102.000
2022-02-08,772.047,13.000,2182.061,3.976,38.000,1.000,79.651,58.000,148.000,8590.000,107.000
2022-02-09,792.482,18.000,2259.114,3.777,16.000,3.000,75.530,63.000,127.000,8268.000,103.000
2022-02-10,745.211,16.000,2210.942,3.006,29.000,3.000,71.739,54.000,140.000,6546.000,98.000
2022-02-11,558.982,14.000,2102.375,1.991,3.000,2.000,72.860,56.000,89.000,4371.000,98.500
2022-02-12,997.030,17.000,2375.717,4.767,34.000,3.000,77.938,58.000,187.000,10485.000,110.000
2022-02-13,1008.847,18.000,2342.239,5.667,37.000,7.000,83.942,60.000,198.000,12366.098,122.000
2022-02-14,569.447,16.000,2139.503,2.216,9.000,5.000,73.809,60.000,72.000,4895.000,101.500
2022-02-15,747.270,17.000,2228.943,3.484,27.000,1.000,74.057,56.000,122.000,7432.000,100.000
2022-02-16,774.358,15.000,2288.350,3.410,29.000,8.000,81.369,64.000,120.000,7199.353,112.000
2022-02-17,728.720,16.000,2217.522,2.952,22.000,5.000,76.038,60.000,110.000,6526.000,105.000
2022-02-18,724.398,17.000,2295.829,2.735,5.000,1.000,71.832,57.000,116.000,6058.000,89.000
2022-02-19,679.826,15.000,2208.012,2.939,12.000,5.980,75.124,57.000,118.000,6511.000,110.000
2022-02-20,609.141,14.000,2060.411,3.327,31.000,4.000,77.240,59.000,101.000,7374.000,108.000
2022-02-21,838.298,15.000,2218.914,4.578,36.000,4.000,84.383,62.000,173.000,10074.000,130.500
2022-02-22,845.820,16.000,2197.546,4.417,41.000,2.000,80.896,58.000,166.000,9670.000,127.000
2022-02-23,964.409,16.000,2283.139,4.611,53.000,1.000,80.043,59.000,195.000,10048.000,136.000
2022-02-24,839.436,17.000,2178.265,3.998,48.000,2.000,81.261,62.000,158.000,8697.000,138.000
2022-02-25,752.460,16.000,2178.506,3.361,20.000,3.000,82.138,63.000,103.000,7164.000,135.000
2022-02-26,970.067,16.000,2510.014,4.411,28.000,7.000,86.857,56.000,153.000,9730.000,128.000
2022-02-27,623.008,17.000,2177.468,2.339,4.000,1.000,72.470,58.000,117.000,5199.000,95.000
2022-02-28,987.122,17.000,2270.382,5.269,48.000,1.000,85.189,59.000,179.000,11583.000,127.000
2022-03-01,921.942,17.000,2214.159,4.516,63.000,3.000,89.803,64.000,151.000,9905.000,136.000
2022-03-02,985.753,17.000,2314.753,4.929,64.000,7.000,86.192,64.000,149.000,10838.000,129.000
2022-03-03,850.920,17.000,2207.809,3.998,38.000,4.000,83.648,60.000,178.000,8856.000,139.000
2022-03-04,745.268,15.000,2199.409,2.734,23.000,2.000,79.382,62.000,101.000,5973.000,128.000
2022-03-05,714.642,17.000,2159.160,3.383,34.000,3.000,86.517,58.000,110.000,7278.000,126.000
2022-03-06,848.448,16.000,2136.421,5.115,42.000,10.000,88.343,63.000,167.000,11154.892,122.000
2022-03-07,825.478,15.000,2235.716,3.895,38.000,5.000,78.067,59.000,151.000,8552.000,129.000
2022-03-08,791.927,15.000,2232.078,3.953,44.000,6.000,77.574,61.000,133.000,8634.000,120.000
2022-03-09,847.811,18.000,2200.571,4.086,39.000,3.000,80.037,63.000,142.000,8955.000,135.000
2022-03-10,699.530,14.000,2132.570,3.660,42.000,4.000,85.494,62.000,118.000,8091.000,127.000
2022-03-11,770.708,17.000,2181.362,3.690,23.000,2.000,80.511,64.000,138.000,7924.000,129.000
2022-03-12,503.646,12.000,1911.890,2.519,30.000,3.000,74.638,56.000,79.000,5307.000,102.000
2022-03-13,502.348,15.000,1855.716,2.399,17.000,2.000,73.225,56.000,107.000,5284.000,94.000
2022-03-14,844.213,14.000,2164.376,4.314,53.000,3.910,85.257,61.000,129.000,9032.000,105.000
2022-03-15,834.837,16.000,2238.609,3.716,41.000,2.000,80.486,59.000,130.000,7837.000,98.000
2022-03-16,746.083,18.000,2260.657,3.027,15.000,4.000,78.072,64.000,108.000,6517.000,105.000
2022-03-17,726.427,15.000,2232.310,2.684,24.000,3.000,77.689,62.000,87.000,5845.478,105.000
2022-03-18,686.749,14.000,2204.954,2.193,18.000,5.000,80.011,60.000,89.000,4796.763,106.500
2022-03-19,648.336,14.000,2060.698,3.597,24.000,4.000,75.509,59.000,144.000,7870.784,116.000
2022-03-20,838.015,16.000,2252.294,3.827,15.000,6.000,75.124,54.000,177.000,8386.216,101.500
2022-03-21,842.158,15.000,2263.544,4.428,25.000,,75.872,60.000,153.000,9402.000,98.000
2022-03-22,850.929,17.000,2253.453,4.085,32.000,9.000,74.448,60.000,171.000,8808.000,100.000
2022-03-23,886.582,16.000,2525.680,3.347,21.000,1.000,84.316,65.000,124.000,7356.000,132.000
2022-03-24,796.018,14.000,2367.525,2.345,16.000,,75.074,60.000,124.000,5174.000,107.000
2022-03-25,853.507,17.000,2356.118,3.232,17.000,4.000,77.602,58.000,152.000,7149.000,102.000
2022-03-26,665.103,13.000,2345.548,2.529,16.000,,74.429,58.000,120.000,5592.000,103.000
2022-03-27,744.796,14.000,2298.134,3.314,15.000,,68.092,56.000,141.000,7572.000,91.000
2022-03-28,787.370,18.000,2240.009,4.090,15.000,,70.616,50.000,223.000,9188.000,95.000
2022-03-29,734.037,14.000,2244.433,3.447,22.000,1.000,78.708,59.000,146.000,7625.000,124.000
2022-03-30,718.298,15.000,2183.747,3.020,32.000,1.000,70.638,49.000,105.000,6535.000,104.000
2022-03-31,568.911,12.000,2109.146,2.009,18.000,,70.076,52.000,83.000,4338.000,91.500
2022-04-01,724.142,15.000,2092.807,3.036,23.000,4.000,73.219,61.000,120.000,6627.000,92.000
2022-04-02,1060.696,16.000,2296.219,5.757,73.000,7.000,97.061,56.000,207.000,12009.000,124.000
2022-04-03,784.218,14.000,2085.331,4.812,55.000,6.000,86.937,62.000,147.000,10392.000,116.000
2022-04-04,742.730,16.000,2243.733,3.522,34.000,1.000,71.018,59.000,121.000,7677.000,95.000
2022-04-05,694.779,16.000,2110.936,3.809,34.000,1.000,68.362,57.000,119.000,8321.000,80.000
2022-04-06,797.701,16.000,2169.641,4.267,39.000,3.000,73.885,61.000,156.000,9281.000,95.000
2022-04-07,687.153,14.000,2165.642,3.655,31.000,,77.772,67.000,119.000,8002.000,105.000
2022-04-08,812.757,17.000,2353.142,3.087,17.000,9.000,80.525,66.000,121.000,6803.000,99.000
2022-04-09,503.000,12.000,1867.228,0.748,41.000,,79.046,67.000,34.000,1667.000,97.000
2022-04-10,704.810,13.000,2254.429,3.220,15.000,7.000,78.349,66.000,115.000,7170.000,100.500
2022-04-11,686.333,15.000,2105.487,3.032,34.000,4.000,81.035,59.000,88.000,6385.000,98.500
2022-04-12,665.329,17.000,2267.398,2.877,22.000,4.000,77.308,64.000,98.000,6330.000,102.000
2022-04-13,812.046,17.000,2324.920,4.042,32.000,6.000,73.497,61.000,133.000,8803.150,90.000
2022-04-14,774.452,14.000,2181.580,3.634,28.000,2.000,75.522,56.000,148.000,7918.850,105.000
2022-04-15,853.542,16.000,2366.841,4.370,23.000,20.000,75.835,55.000,151.000,9541.711,96.000
2022-04-16,705.490,13.000,2312.066,3.517,24.000,4.000,71.188,60.000,104.000,7772.000,88.000
2022-04-17,716.868,14.000,2187.774,3.949,27.000,4.000,79.339,53.000,95.000,8607.000,121.000
2022-04-18,872.040,17.000,2282.013,4.557,33.000,3.000,68.525,58.000,154.000,10013.000,89.000
2022-04-19,698.655,15.000,2161.565,3.149,26.000,3.000,67.626,57.000,113.000,6899.000,87.000
2022-04-20,748.826,17.000,2240.568,3.032,25.000,3.417,68.698,51.000,119.000,6597.000,94.500
2022-04-21,563.556,15.000,2102.480,2.249,5.000,5.000,66.807,57.000,64.000,4892.000,92.000
2022-04-22,770.730,16.000,2319.029,2.468,25.000,3.000,72.142,58.000,92.000,5458.000,88.000
2022-04-23,726.432,14.000,2241.220,3.542,15.000,14.000,76.659,58.000,143.000,7769.000,105.500
2022-04-24,807.270,14.000,2371.974,3.179,25.000,9.000,72.560,58.000,152.000,7073.000,103.000
2022-04-25,837.797,18.000,2349.541,3.637,38.000,3.000,75.857,59.000,135.000,7955.000,89.000
2022-04-26,753.992,14.000,2173.390,3.988,38.000,2.000,74.436,59.000,128.000,8665.000,100.500
2022-04-27,603.055,15.000,2153.323,2.685,17.000,2.000,65.530,55.000,90.000,5965.000,90.000
2022-04-28,696.288,15.000,2249.262,2.541,26.000,,69.052,55.000,74.000,5529.000,93.500
2022-04-29,801.441,17.000,2358.216,3.064,12.000,10.000,75.597,59.000,93.000,6655.000,109.500
2022-04-30,719.410,17.000,2270.659,3.569,27.000,9.000,71.926,58.000,118.000,7930.000,80.500
2022-05-01,614.658,13.000,2195.182,3.382,14.000,8.000,77.559,59.000,118.000,7498.000,95.000
2022-05-02,1004.080,17.000,2260.551,6.048,71.000,3.000,84.091,54.000,198.000,13136.000,133.000
2022-05-03,1054.105,16.000,2366.393,5.546,74.000,1.000,81.769,60.000,165.000,11925.422,134.000
2022-05-04,699.866,14.000,2248.089,2.661,25.000,2.000,66.795,57.000,79.000,5796.000,93.500
2022-05-05,654.674,18.000,2265.537,2.558,12.000,3.000,68.921,54.000,80.000,5703.881,105.000
2022-05-06,746.550,16.000,2269.361,3.285,23.000,13.000,73.537,64.000,111.000,7170.119,94.000
2022-05-07,697.750,15.000,2197.665,3.513,28.000,5.845,68.023,56.000,120.000,7710.434,91.500
2022-05-08,769.516,16.000,2310.584,3.383,27.000,18.000,73.656,56.000,150.000,7526.000,91.000
2022-05-09,824.533,17.000,2355.475,3.876,36.000,6.000,73.693,59.000,126.000,8442.000,90.500
2022-05-10,668.519,15.000,2228.766,2.817,23.000,5.000,75.244,63.000,84.000,6173.000,93.500
2022-05-11,719.234,14.000,2258.192,2.922,25.000,1.000,72.548,57.000,93.000,6356.000,104.000
2022-05-12,831.602,17.000,2286.528,3.630,35.000,6.000,72.180,60.000,143.000,7893.000,90.500
2022-05-13,927.415,15.000,2273.140,5.048,54.000,2.000,87.699,63.000,191.000,11017.000,117.000
2022-05-14,1425.009,18.000,2471.077,8.880,116.000,9.000,89.144,58.000,248.000,18676.873,118.000
2022-05-15,864.480,14.000,2311.683,4.985,45.000,5.000,77.648,59.000,151.000,10971.127,107.000
2022-05-16,958.532,16.000,2367.448,5.313,57.000,4.000,78.391,55.000,164.000,11681.000,116.000
2022-05-17,768.637,17.000,2347.971,3.069,20.000,7.000,76.209,61.000,121.000,6712.000,106.500
2022-05-18,1022.644,17.000,2434.252,4.808,37.000,2.000,73.439,61.000,159.000,10438.042,102.000
2022-05-19,900.326,17.000,2416.536,4.432,38.000,4.000,80.218,65.000,172.000,9928.391,109.000
2022-05-20,594.706,16.000,2208.303,2.080,4.000,,67.196,52.000,88.000,4587.098,82.000
2022-05-21,737.764,15.000,2333.434,2.734,15.000,6.000,70.712,55.000,117.000,6025.698,82.500
2022-05-22,546.629,13.000,2120.131,2.395,2.000,,67.281,50.000,101.000,5312.000,92.500
2022-05-23,906.630,17.000,2376.579,4.931,37.000,,77.193,62.000,187.000,11067.000,99.000
2022-05-24,642.471,14.000,2249.178,2.515,18.000,,70.320,56.000,86.000,5534.000,95.000
2022-05-25,843.386,16.000,2340.869,4.024,22.000,,72.684,59.000,183.000,9139.000,103.000
2022-05-26,919.662,16.000,2445.252,4.104,26.000,4.000,69.308,55.000,173.000,9176.000,99.500
2022-05-27,736.189,12.000,2247.181,3.898,33.000,2.000,75.728,60.000,157.000,8714.000,104.000
2022-05-28,782.045,15.000,2246.007,5.363,22.000,4.317,74.727,60.000,222.000,12588.000,86.000
2022-05-29,605.770,14.000,2125.035,3.256,9.000,2.000,76.287,64.000,170.000,7224.000,88.000
2022-05-30,723.404,15.000,2214.128,3.934,43.000,4.000,79.817,55.000,98.000,8696.701,119.000
2022-05-31,981.891,16.000,2395.141,5.637,56.000,4.000,85.970,66.000,156.000,12332.000,116.000
2022-06-01,977.978,15.000,2329.914,4.925,56.000,7.000,85.928,59.000,128.000,10633.000,125.000
2022-06-02,830.602,16.000,2289.708,4.202,53.000,2.000,82.938,59.000,112.000,9153.000,124.000
2022-06-03,878.733,16.000,2316.502,4.081,51.000,2.000,81.155,58.000,119.000,8955.000,116.000
2022-06-04,938.536,17.000,2286.927,4.745,38.000,5.000,85.678,58.000,172.000,10253.000,129.000
2022-06-05,732.856,15.000,2140.897,4.079,35.000,5.000,84.721,58.000,145.000,8880.000,127.000
2022-06-06,1014.448,17.000,2385.034,5.127,59.000,1.165,80.692,59.000,142.000,11004.000,124.000
2022-06-07,1313.438,15.000,2351.359,4.736,113.000,1.000,98.992,53.000,189.000,10102.000,91.000
2022-06-08,825.060,17.000,2335.744,3.908,32.000,4.000,78.840,56.000,112.000,8589.986,114.000
2022-06-09,948.527,16.000,2323.638,4.629,39.000,6.000,75.262,62.000,195.000,10033.000,94.000
2022-06-10,722.476,17.000,2301.559,2.783,9.000,8.000,71.183,56.000,131.000,6118.356,106.000
2022-06-11,873.974,16.000,2294.165,5.645,53.000,,84.928,62.000,187.000,12837.000,116.000
2022-06-12,718.019,12.000,2160.956,3.908,39.000,5.000,89.336,55.000,116.000,8564.000,130.000
2022-06-13,984.351,15.000,2394.551,4.784,49.000,1.000,84.417,59.000,155.000,10511.000,120.000
2022-06-14,728.446,14.000,2308.723,2.586,22.000,,72.691,61.000,97.000,5741.000,102.000
2022-06-15,755.205,15.000,2287.710,3.027,22.000,1.000,79.311,64.000,120.000,6714.000,106.000
2022-06-16,724.562,14.000,2259.951,3.326,4.000,,78.454,66.000,151.000,7413.000,106.000
2022-06-17,718.091,11.000,2211.571,2.166,33.000,,81.770,63.000,79.000,4758.000,93.000
2022-06-18,747.463,16.000,2451.801,2.965,8.000,1.000,76.626,55.000,132.000,6565.000,94.000
2022-06-19,611.059,15.000,2143.886,2.920,6.000,1.000,69.063,54.000,144.000,6575.000,89.000
2022-06-20,705.005,13.000,2272.756,2.572,21.000,1.000,71.380,58.000,85.000,5614.000,92.000
2022-06-21,677.837,14.000,2297.371,2.047,20.000,1.000,73.205,60.000,69.000,4470.000,109.500
2022-06-22,696.397,16.000,2280.902,2.510,7.000,4.000,72.487,60.000,93.000,5569.000,98.000
2022-06-23,850.770,14.000,2300.918,4.167,34.000,2.000,93.292,67.000,169.000,8955.000,133.000
2022-06-24,671.455,18.000,2350.146,2.200,5.000,3.000,69.908,59.000,89.000,4835.000,90.000
2022-06-25,625.146,15.000,2202.363,2.750,12.000,3.000,72.630,57.000,143.000,6248.000,89.000
2022-06-26,911.146,15.000,2258.040,4.950,40.000,2.830,78.002,54.000,190.000,10447.000,91.000
2022-06-27,904.637,13.000,2256.385,4.739,52.000,3.471,81.389,60.000,140.000,10041.000,106.000
2022-06-28,1034.485,17.000,2373.554,5.842,62.000,2.000,82.361,57.000,176.000,12407.185,91.500
2022-06-29,874.192,16.000,2322.992,3.633,37.000,3.000,80.540,61.000,117.000,7451.000,108.500
2022-06-30,608.740,13.000,2228.308,1.597,15.000,1.000,70.743,60.000,60.000,3528.000,94.000
2022-07-01,1040.852,17.000,2399.735,5.579,48.000,2.000,85.026,54.000,193.000,11621.000,89.000
2022-07-02,1220.559,15.000,2318.983,7.488,75.000,,92.189,53.000,228.000,15831.135,121.000
2022-07-03,1228.116,17.000,2415.933,6.798,95.000,2.000,96.236,55.000,221.000,14283.000,127.000
2022-07-04,920.002,15.000,2311.730,4.376,30.000,10.000,73.932,56.000,181.000,9572.000,85.000
2022-07-05,781.715,16.000,2302.839,3.956,24.000,3.000,67.579,54.000,153.000,9042.000,93.000
2022-07-06,947.767,17.000,2381.971,4.068,40.000,1.000,77.280,57.000,138.000,8721.000,107.000
2022-07-07,602.184,13.000,2204.283,1.766,20.000,1.000,75.643,66.000,70.000,3935.000,89.000
2022-07-08,676.186,14.000,2171.706,1.841,29.000,1.000,75.377,63.000,86.000,4199.000,102.000
2022-07-09,613.596,16.000,2116.178,1.991,30.000,1.000,74.790,58.000,88.000,4640.000,105.000
2022-07-10,601.306,15.000,2252.618,1.874,11.000,9.000,68.843,60.000,77.000,4283.000,83.000
2022-07-11,809.651,14.000,2335.597,2.221,57.000,11.000,81.709,60.000,66.000,5042.000,101.000
2022-07-12,798.862,15.000,2434.447,2.447,17.000,4.000,75.702,60.000,118.000,5532.000,95.500
2022-07-13,834.444,17.000,2308.994,3.094,30.000,5.000,76.284,65.000,108.000,6766.000,107.000
2022-07-14,712.136,14.000,2378.872,2.700,1.000,4.000,77.589,60.000,145.000,6138.000,104.000
2022-07-15,758.012,18.000,2422.072,2.889,8.000,6.391,75.481,58.000,104.000,6460.000,110.000
2022-07-16,817.562,15.000,2310.454,3.416,36.000,3.313,83.580,60.000,151.000,7892.000,92.000
2022-07-17,671.721,14.000,2179.462,3.305,8.000,8.000,77.016,60.000,170.000,7441.000,100.000
2022-07-18,708.326,17.000,2283.981,3.028,21.000,1.000,75.812,58.000,123.000,6671.000,93.000
2022-07-19,787.515,16.000,2274.194,3.594,27.000,3.000,77.312,61.000,150.000,8003.123,109.000
2022-07-20,870.931,17.000,2415.435,3.511,13.000,6.000,76.550,63.000,153.000,7730.000,103.000
2022-07-21,725.050,15.000,2288.125,3.196,24.000,3.000,74.556,60.000,129.000,7142.019,97.000
2022-07-22,727.250,14.000,2270.943,3.198,32.000,4.000,82.492,67.000,132.000,7106.000,108.000
2022-07-23,669.496,17.000,2210.619,3.182,6.000,5.000,72.651,59.000,142.000,7305.169,90.000
2022-07-24,874.181,14.000,2173.771,3.636,57.000,2.000,87.236,62.000,162.000,8150.831,100.000
2022-07-25,690.022,15.000,2183.556,3.043,23.000,2.000,73.420,60.000,104.000,6857.000,96.000
2022-07-26,782.196,16.000,2357.899,3.088,23.000,3.000,74.441,55.000,115.000,6882.000,98.000
2022-07-27,746.021,16.000,2313.990,2.822,23.000,3.000,80.500,67.000,129.000,6344.891,111.500
2022-07-28,794.183,17.000,2204.663,3.781,39.000,3.000,96.436,68.000,134.000,8146.000,140.000
2022-07-29,714.361,16.000,2328.528,2.718,6.000,2.000,77.839,66.000,143.000,6225.000,97.000
2022-07-30,664.890,15.000,2148.092,3.499,15.000,10.000,75.997,58.000,134.000,7828.000,93.000
2022-07-31,949.103,15.000,2336.324,3.465,43.000,11.000,85.883,69.000,154.000,7826.000,104.000
2022-08-01,825.265,15.000,2232.378,3.595,35.000,4.000,81.340,66.000,114.000,7629.000,111.000
2022-08-02,1004.711,17.000,2347.438,4.899,57.000,3.000,82.319,60.000,195.000,10885.000,106.500
2022-08-03,800.548,15.000,2280.373,3.861,31.000,1.000,75.654,60.000,152.000,8576.000,99.000
2022-08-04,715.723,14.000,2209.482,3.277,24.000,2.000,75.578,59.000,125.000,7300.000,96.000
2022-08-05,719.852,16.000,2266.645,3.226,18.000,4.000,78.562,63.000,101.000,7205.000,93.000
2022-08-06,770.899,13.000,2186.425,3.126,55.000,,90.473,62.000,136.000,7205.232,95.000
2022-08-07,790.898,16.000,2322.835,4.020,16.000,5.000,73.476,57.000,171.000,9049.247,92.500
2022-08-08,828.249,16.000,2288.346,4.124,26.000,4.000,78.543,62.000,160.000,8810.000,97.000
2022-08-09,955.444,15.000,2393.645,4.686,45.000,5.000,77.954,57.000,170.000,10370.000,105.500
2022-08-10,892.174,17.000,2231.030,4.667,52.000,6.000,82.468,63.000,136.000,10019.159,127.000
2022-08-11,962.510,17.000,2339.276,4.796,48.000,1.000,79.176,64.000,132.000,10324.000,117.000
2022-08-12,934.267,16.000,2313.314,4.737,60.000,1.000,96.740,64.000,140.000,10199.201,133.000
2022-08-13,1051.408,17.000,2508.190,5.800,49.000,5.000,94.030,68.000,200.000,12696.000,122.000
2022-08-14,1086.898,17.000,2413.752,5.111,53.000,14.000,84.538,60.000,163.000,10854.000,120.000
2022-08-15,962.178,16.000,2345.857,4.558,52.000,2.000,76.516,58.000,152.000,10048.000,97.000
2022-08-16,824.030,15.000,2282.680,4.524,48.000,1.000,74.791,63.000,154.000,10123.000,94.000
2022-08-17,954.010,18.000,2421.875,4.575,44.000,3.000,76.059,61.000,151.000,10049.000,108.000
2022-08-18,896.801,20.000,2369.997,4.666,37.000,12.536,78.522,57.000,151.000,10141.000,104.500
2022-08-19,990.009,19.000,2392.758,4.918,31.000,24.000,75.348,59.000,197.000,10819.000,102.000
2022-08-20,982.707,18.000,2421.864,5.966,30.000,6.000,76.937,55.000,248.000,14077.000,89.000
2022-08-21,988.844,13.000,2315.601,5.653,72.000,10.000,89.592,63.000,187.000,12733.000,103.000
2022-08-22,978.434,16.000,2357.947,4.624,39.000,11.000,81.380,65.000,191.000,10462.000,97.500
2022-08-23,960.414,15.000,2374.698,4.763,64.000,6.000,83.881,60.000,154.000,10583.000,113.000
2022-08-24,941.645,16.000,2301.801,4.702,46.000,3.000,74.824,60.000,166.000,10298.174,92.000
2022-08-25,940.187,14.000,2350.531,4.737,42.000,2.000,72.551,59.000,158.000,10110.000,88.000
2022-08-26,995.200,18.000,2298.901,4.787,55.000,1.000,74.628,56.000,132.000,10062.000,101.000
2022-08-27,876.905,16.000,2336.274,4.675,38.000,10.000,78.184,63.000,161.000,10649.424,90.000
2022-08-28,833.862,17.000,2365.884,4.545,28.000,11.335,80.089,60.000,197.000,10086.292,92.000
2022-08-29,899.196,15.000,2249.152,4.677,50.000,1.000,75.452,58.000,146.000,10048.000,117.500
2022-08-30,859.965,14.000,2311.506,4.646,57.000,,81.022,60.000,128.000,10081.644,102.000
2022-08-31,983.719,16.000,2313.911,4.963,51.000,2.000,77.838,58.000,144.000,10393.000,117.000
2022-09-01,1065.418,18.000,2276.435,4.900,66.000,3.000,84.248,62.000,160.000,10462.000,108.000
2022-09-02,985.028,16.000,2393.072,4.808,44.000,1.000,88.074,63.000,177.000,10573.000,117.000
2022-09-03,1024.097,16.000,2405.763,5.925,51.000,10.721,91.769,65.000,219.000,12985.000,122.000
2022-09-04,1083.374,16.000,2417.609,5.542,55.000,6.000,84.242,61.000,225.000,12401.000,129.000
2022-09-05,1081.057,16.000,2357.185,6.393,51.000,11.000,93.271,66.000,269.000,14416.319,130.000
2022-09-06,1043.277,18.000,2332.124,5.907,65.000,4.000,79.128,62.000,187.000,12812.000,110.000
2022-09-07,1040.877,17.000,2331.627,5.809,73.000,8.000,84.646,61.000,149.000,12529.000,115.000
2022-09-08,1003.509,17.000,2346.308,4.751,62.000,8.000,80.834,59.000,151.000,10043.000,113.000
2022-09-09,1015.513,16.000,2313.879,5.087,51.000,5.262,86.136,61.000,173.000,10750.000,110.000
2022-09-10,1026.968,17.000,2383.330,5.512,51.000,5.000,83.864,59.000,170.000,11781.000,90.500
2022-09-11,892.106,15.000,2305.132,4.730,40.000,10.000,87.309,64.000,138.000,10218.000,109.000
2022-09-12,983.542,17.000,2336.966,4.876,52.000,4.000,86.650,65.000,151.000,10159.000,96.000
2022-09-13,981.629,18.000,2337.867,5.140,31.000,5.000,74.920,54.000,201.000,11396.000,92.000
2022-09-14,1007.641,16.000,2380.420,5.296,31.000,4.000,81.302,57.000,199.000,11720.000,109.000
2022-09-15,990.864,18.000,2370.897,5.080,43.000,1.000,81.633,70.000,243.000,11436.000,102.500
2022-09-16,1033.112,17.000,2365.699,4.784,30.000,3.000,80.965,70.000,182.000,10520.000,91.000
2022-09-17,1031.299,18.000,2285.889,5.416,52.000,14.000,87.598,63.000,192.000,11663.034,119.000
2022-09-18,1184.988,14.000,2358.665,7.038,64.000,3.000,100.226,65.000,290.000,15243.000,136.000
2022-09-19,1107.025,18.000,2396.046,6.045,52.000,5.000,84.194,58.000,211.000,12946.000,97.000
