Date,Active energy burned(Cal),Apple Watch stand hours(hr),Basal energy burned(Cal),Distance walking / running(mi),Exercise time(min),Flights climbed(count),Heart rate(count/min),Resting heart rate(count/min),Stand time(min),Step count(count),Walking heart rate average(count/min)
2020-07-24,845.722,14.000,2403.853,2.000,30.000,,72.820,60.000,58.000,4423.000,97.000
2020-07-25,820.972,15.000,2284.644,2.638,37.000,,87.382,61.000,119.000,5893.966,110.000
2020-07-26,806.538,16.000,2202.369,3.543,32.000,5.000,79.530,63.000,147.000,7862.000,98.500
2020-07-27,1224.703,16.000,2398.619,6.132,75.000,2.000,86.383,59.000,189.000,13066.000,118.000
2020-07-28,1350.659,16.000,2371.154,6.440,95.000,1.000,94.950,60.000,145.000,13804.000,142.000
2020-07-29,972.749,17.000,2350.154,3.881,45.000,2.000,80.178,63.000,113.000,8019.000,94.000
2020-07-30,1226.909,15.000,2326.616,5.946,80.000,9.000,91.857,62.000,152.000,12114.000,105.500
2020-07-31,1291.689,16.000,2295.558,6.368,113.000,1.000,86.582,59.000,160.000,13870.000,67.000
2020-08-01,659.469,15.000,2090.065,1.895,34.000,2.000,70.317,59.000,82.000,4113.000,88.000
2020-08-02,1686.848,17.000,2215.040,5.175,138.000,6.000,103.669,59.000,281.000,11363.000,86.000
2020-08-03,920.365,18.000,2303.227,3.279,30.000,2.000,67.222,51.000,106.000,7231.000,81.000
2020-08-04,919.961,15.000,2340.342,4.222,30.000,1.000,75.745,57.000,149.000,8755.000,96.000
2020-08-05,751.957,15.000,2278.560,2.516,32.000,3.000,73.091,59.000,91.000,5441.000,91.000
2020-08-06,972.209,16.000,2287.431,5.210,54.000,3.000,87.562,61.000,145.000,11153.000,123.000
2020-08-07,1126.057,16.000,2291.521,6.360,85.000,1.000,90.419,55.000,182.000,13617.000,121.000
2020-08-08,799.031,15.000,2270.747,1.649,30.000,,62.997,54.000,66.000,3602.000,79.000
2020-08-09,906.108,12.000,2162.571,2.509,76.000,9.000,80.873,52.000,115.000,5612.000,93.000
2020-08-10,1160.094,16.000,2374.322,5.583,82.000,8.000,88.416,59.000,121.000,11700.000,122.000
2020-08-11,798.337,16.000,2369.223,1.747,30.000,3.000,68.254,58.000,66.000,3820.000,112.000
2020-08-12,1105.661,13.000,2209.709,1.796,86.000,,70.892,61.000,54.000,3926.000,98.500
2020-08-13,854.017,15.000,2250.947,2.446,38.000,4.000,72.909,61.000,81.000,5292.000,101.000
2020-08-14,740.914,16.000,2173.826,2.439,33.000,,81.705,62.000,100.000,5286.000,98.000
2020-08-15,2318.097,14.000,2277.973,7.565,217.000,1.000,117.777,72.000,367.000,16230.000,104.000
2020-08-16,1926.635,15.000,2313.830,6.270,181.000,11.000,108.199,60.000,299.000,13473.000,104.000
2020-08-17,1168.262,15.000,2230.771,4.752,87.000,4.000,88.773,57.000,218.000,10295.000,98.000
2020-08-18,1193.225,14.000,2348.354,5.876,60.000,6.306,82.490,58.000,176.000,12669.000,105.000
2020-08-19,757.996,14.000,2256.117,3.101,30.000,6.000,78.456,57.000,121.000,6919.000,98.000
2020-08-20,1041.477,13.000,2248.446,5.683,56.000,4.000,89.292,60.000,160.000,12432.000,107.000
2020-08-21,1279.734,18.000,2517.989,6.741,70.000,5.000,90.162,65.000,218.000,14986.000,111.000
2020-08-22,823.969,17.000,2284.122,3.081,30.000,5.000,76.382,58.000,143.000,7020.875,96.000
2020-08-23,898.213,14.000,2082.183,3.170,89.000,4.000,81.714,62.000,133.000,7144.000,90.000
2020-08-24,1287.949,16.000,2310.594,8.062,91.000,5.000,91.827,60.000,250.000,17127.000,114.000
2020-08-25,1105.504,17.000,2292.989,6.834,67.000,8.000,88.333,60.000,210.000,14852.000,111.000
2020-08-26,1268.303,16.000,2272.857,7.743,90.000,3.806,94.574,64.000,211.000,16443.000,118.000
2020-08-27,1404.403,19.000,2469.863,7.265,107.000,10.000,91.985,63.500,213.000,15478.047,109.000
2020-08-28,1144.208,17.000,2234.885,2.475,103.000,6.000,77.508,64.000,100.000,5392.858,108.500
2020-08-29,859.247,15.000,2339.161,3.130,34.000,8.000,80.362,64.000,90.000,6554.000,100.000
2020-08-30,924.918,15.000,2227.338,4.065,37.000,14.000,80.257,65.000,218.000,9093.000,101.500
2020-08-31,1133.037,16.000,2335.915,5.932,58.000,7.000,89.324,65.000,173.000,13122.000,115.000
2020-09-01,1106.040,13.000,2269.034,5.626,73.000,4.000,92.390,62.000,135.000,11927.000,119.000
2020-09-02,1111.143,15.000,2232.270,6.331,85.000,2.000,97.721,65.000,181.000,13559.000,124.000
2020-09-03,847.576,14.000,2225.922,4.109,37.000,2.000,83.145,52.000,128.000,8961.000,124.000
2020-09-04,1112.761,18.000,2370.701,4.839,37.000,8.000,72.871,56.000,293.000,10757.000,86.000
2020-09-05,911.855,17.000,2316.981,4.055,36.000,2.000,68.678,56.000,181.000,9177.000,89.000
2020-09-06,1015.432,15.000,2129.280,6.670,68.000,12.000,84.583,54.000,270.000,14238.000,111.500
2020-09-07,778.477,17.000,2195.760,3.155,30.000,21.000,65.467,47.000,131.000,7041.000,89.500
2020-09-08,1079.214,17.000,2245.903,7.176,68.000,8.000,90.992,59.000,216.000,15339.000,118.000
2020-09-09,1186.149,17.000,2384.261,7.817,74.000,13.000,95.418,67.000,246.000,16651.000,111.000
2020-09-10,1172.831,17.000,2428.910,7.585,57.000,15.000,94.289,68.000,234.000,16465.000,108.000
2020-09-11,1238.607,17.000,2406.552,8.148,79.000,13.420,91.950,59.000,214.000,17054.000,117.000
2020-09-12,836.452,13.000,2205.447,4.888,39.000,8.000,83.920,57.000,171.000,10357.000,111.000
2020-09-13,1054.295,16.000,2266.765,6.818,76.000,5.000,90.324,58.000,178.000,14466.000,114.000
2020-09-14,1276.366,16.000,2329.274,7.728,95.000,9.000,90.305,58.000,175.000,15823.000,120.000
2020-09-15,1243.231,18.000,2261.291,7.855,93.000,8.000,93.243,61.000,218.000,16509.000,117.000
2020-09-16,1097.793,16.000,2259.652,5.948,77.000,10.000,89.668,63.000,163.000,12431.000,118.000
2020-09-17,1029.381,17.000,2358.150,6.079,63.000,6.000,89.151,63.000,155.000,12968.000,119.000
2020-09-18,952.774,12.000,2267.175,5.805,61.000,4.000,96.029,70.000,173.000,12500.728,121.000
2020-09-19,810.618,16.000,2226.725,3.554,30.000,4.000,75.588,55.000,153.000,7633.000,96.500
2020-09-20,1200.705,15.000,2255.288,6.630,80.000,15.000,89.994,62.000,293.000,14171.209,119.000
2020-09-21,986.465,16.000,2173.340,6.116,64.000,1.000,87.139,60.000,162.000,13005.000,122.000
2020-09-22,796.571,16.000,2207.859,4.396,34.000,4.000,82.914,64.000,128.000,9631.000,108.000
2020-09-23,1141.524,18.000,2335.511,6.575,63.000,11.000,90.958,66.000,184.000,13859.000,124.000
2020-09-24,947.332,17.000,2245.623,5.317,54.000,4.000,86.338,65.000,143.000,11633.000,116.000
2020-09-25,972.659,16.000,2258.830,5.155,44.000,2.000,87.848,60.000,158.000,10821.000,123.000
2020-09-26,1141.407,17.000,2344.652,6.933,49.000,15.000,92.836,58.000,223.000,14651.000,119.000
2020-09-27,1178.592,15.000,2340.063,7.787,77.000,11.000,95.137,60.000,220.000,16789.000,116.000
2020-09-28,1257.754,16.000,2320.991,8.371,88.000,8.000,95.545,66.000,245.000,17704.000,122.000
2020-09-29,1176.413,15.000,2247.568,7.752,81.000,4.000,90.661,65.000,189.000,16281.000,119.000
2020-09-30,1297.036,15.000,2273.663,7.735,92.000,3.000,95.371,66.000,212.000,16172.000,119.000
2020-10-01,1206.653,16.000,2217.647,7.193,99.000,2.000,92.136,60.000,166.000,15001.000,121.000
2020-10-02,1364.308,16.000,2287.628,6.863,126.000,1.000,98.552,60.000,202.000,14851.000,120.000
2020-10-03,1290.932,14.000,2286.792,5.909,94.000,,99.666,68.000,334.000,12967.000,116.500
2020-10-04,693.390,12.000,1974.065,4.467,50.000,2.000,82.972,57.000,133.000,9342.000,110.000
2020-10-05,782.499,17.000,2178.209,2.646,34.000,,65.263,51.000,104.000,5755.789,79.000
2020-10-06,766.020,16.000,2148.613,2.817,30.000,2.000,63.490,53.000,103.000,6262.049,87.000
2020-10-07,900.976,17.000,2291.300,3.407,30.000,2.000,70.545,61.000,126.000,7368.000,104.000
2020-10-08,854.579,17.000,2315.658,2.921,30.000,6.000,72.087,60.000,97.000,6318.000,94.000
2020-10-09,741.513,16.000,2165.854,2.291,30.000,,74.030,60.000,86.000,4982.000,93.000
2020-10-10,805.248,14.000,2212.139,4.818,37.000,4.000,83.110,60.000,139.000,10511.000,117.000
2020-10-11,1143.825,14.000,2261.309,5.792,60.000,3.000,86.709,61.000,289.000,12803.000,106.000
2020-10-12,847.950,17.000,2221.652,4.112,39.000,4.000,79.933,58.000,117.000,8601.544,92.500
2020-10-13,852.001,17.000,2204.171,3.680,38.000,,76.824,60.000,122.000,7733.000,90.000
2020-10-14,824.798,16.000,2256.835,3.486,30.000,1.000,76.061,60.000,116.000,7398.000,110.500
2020-10-15,784.057,15.000,2246.728,2.517,30.000,1.000,72.326,57.000,100.000,5420.000,98.000
2020-10-16,727.685,15.000,2171.620,2.525,31.000,,72.083,58.000,101.000,5516.000,92.500
2020-10-17,913.175,14.000,2217.209,4.779,43.000,9.000,76.588,55.000,177.000,10548.000,105.000
2020-10-18,771.695,14.000,2248.435,3.009,30.000,6.000,69.480,56.000,106.000,6677.000,81.000
2020-10-19,893.281,17.000,2237.127,4.232,37.000,,69.601,56.000,114.000,8990.000,94.000
2020-10-20,851.657,16.000,2179.555,4.212,34.000,2.000,74.584,56.000,125.000,8984.000,103.500
2020-10-21,856.323,16.000,2152.715,3.548,41.000,3.000,67.303,56.000,98.000,7499.000,79.000
2020-10-22,699.259,12.000,2174.595,3.210,34.000,2.000,74.214,55.000,84.000,7079.000,108.000
2020-10-23,607.747,15.000,2151.871,2.450,31.000,1.000,67.627,55.000,99.000,5364.021,89.000
2020-10-24,683.957,15.000,2097.681,3.458,31.000,7.000,79.143,56.000,148.000,7690.979,93.500
2020-10-25,636.225,15.000,2017.245,2.018,31.000,5.000,63.492,52.000,81.000,4445.000,87.000
2020-10-26,866.158,15.000,2182.973,3.845,56.000,,76.408,54.000,136.000,8406.000,91.000
2020-10-27,886.655,17.000,2133.702,2.509,54.000,1.000,69.736,54.000,96.000,5485.000,87.000
2020-10-28,863.487,15.000,2195.769,2.223,50.000,2.000,74.691,60.000,64.000,4860.000,92.500
2020-10-29,804.730,13.000,2048.825,1.894,72.000,2.000,76.385,61.000,71.000,4156.000,91.000
2020-10-30,923.194,15.000,2143.525,1.706,70.000,,68.190,57.000,83.000,3783.000,91.000
2020-10-31,801.075,12.000,2088.260,3.331,53.000,1.000,78.866,61.000,152.000,7480.000,84.000
2020-11-01,1058.384,17.000,2398.307,4.328,62.000,7.000,83.044,60.000,209.000,9661.000,84.500
2020-11-02,912.279,16.000,2191.471,3.909,39.000,1.000,74.712,60.000,156.000,8630.000,91.000
2020-11-03,933.432,16.000,2258.445,4.436,31.000,4.000,87.410,66.000,143.000,9736.000,125.000
2020-11-04,920.865,14.000,2184.859,3.915,53.000,2.000,74.078,53.000,119.000,8730.000,109.000
2020-11-05,888.324,17.000,2184.286,4.119,48.000,,71.260,53.000,142.000,9140.000,94.000
2020-11-06,702.860,14.000,2071.137,2.220,32.000,1.000,69.517,60.000,84.000,4885.000,92.000
2020-11-07,663.452,14.000,1971.469,2.583,39.000,2.000,67.279,50.000,114.000,5812.000,79.000
2020-11-08,959.356,16.000,2332.870,5.236,35.000,11.000,84.498,62.000,169.000,11830.000,106.000
2020-11-09,796.202,15.000,2168.459,2.708,32.000,2.000,75.179,66.000,93.000,5907.000,89.500
2020-11-10,1010.612,18.000,2246.387,5.396,50.000,1.000,83.105,65.000,182.000,11786.000,111.000
2020-11-11,831.925,14.000,2197.198,4.236,42.000,4.000,82.015,62.000,107.000,9308.000,110.000
2020-11-12,1166.519,16.000,2276.733,5.470,69.000,2.000,84.229,64.000,183.000,12308.000,109.000
2020-11-13,901.756,16.000,2192.518,4.710,36.000,4.000,84.385,61.000,143.000,10239.000,113.000
2020-11-14,1026.607,14.000,2187.452,6.343,44.000,9.000,87.361,55.000,250.000,14276.000,109.000
2020-11-15,879.449,14.000,2125.037,4.328,44.000,14.000,82.004,56.000,185.000,9580.000,107.500
2020-11-16,924.794,15.000,2219.139,3.477,38.000,12.000,81.721,62.000,171.000,7608.000,84.000
2020-11-17,961.888,18.000,2294.510,3.930,30.000,17.000,75.329,60.000,220.000,8669.000,100.500
2020-11-18,705.384,14.000,2122.977,2.081,37.000,3.000,74.455,61.000,81.000,4647.000,100.500
2020-11-19,970.417,17.000,2247.707,3.827,54.000,3.000,75.719,62.000,138.000,8287.000,89.000
2020-11-20,651.960,13.000,2024.011,4.027,35.000,2.000,75.486,59.000,116.000,8701.653,79.500
2020-11-21,930.489,15.000,2193.707,4.507,40.000,9.000,80.125,64.000,182.000,10066.000,110.000
2020-11-22,1089.879,17.000,2371.844,5.627,41.000,5.000,87.614,62.000,209.000,12137.000,112.000
2020-11-23,825.482,17.000,2160.671,3.027,36.000,1.000,72.373,61.000,106.000,6827.160,102.000
2020-11-24,945.156,17.000,2328.125,4.238,36.000,7.000,71.480,54.000,152.000,9413.026,84.500
2020-11-25,971.497,17.000,2232.932,5.433,33.000,10.000,78.470,57.000,242.000,12105.000,89.000
2020-11-26,970.831,17.000,2445.333,4.752,32.000,8.000,79.084,65.000,148.000,10644.000,88.500
2020-11-27,663.268,15.000,2005.164,3.768,34.000,1.000,67.401,46.000,121.000,8302.000,105.000
2020-11-28,842.666,17.000,2164.873,3.428,39.000,23.000,72.246,50.000,157.000,7695.000,90.000
2020-11-29,935.059,17.000,2302.274,6.079,49.000,5.000,82.703,53.000,147.000,13303.977,111.000
2020-11-30,883.529,17.000,2232.628,4.165,32.000,10.753,70.817,54.000,150.000,9179.023,84.500
2020-12-01,941.237,17.000,2268.229,3.849,42.000,,72.285,59.000,127.000,8083.000,86.000
2020-12-02,671.899,15.000,2070.136,2.023,30.000,1.000,68.330,57.000,66.000,4476.266,97.000
2020-12-03,780.879,17.000,2129.941,2.339,37.000,4.000,68.479,57.000,94.000,5186.000,90.000
2020-12-04,880.433,17.000,2163.501,2.010,50.000,4.000,68.823,55.000,58.000,4426.000,75.000
2020-12-05,849.810,15.000,2312.786,3.903,30.000,,69.603,54.000,145.000,8742.000,89.000
2020-12-06,972.764,18.000,2394.837,4.936,30.000,25.000,77.259,59.000,165.000,10958.000,72.500
2020-12-07,815.590,13.000,2175.859,2.306,39.000,,76.728,57.000,74.000,5018.000,93.000
2020-12-08,889.414,17.000,2239.836,2.766,35.000,6.000,73.674,56.000,103.000,6061.000,87.500
2020-12-09,823.250,18.000,2299.371,2.945,30.000,18.000,79.224,67.000,106.000,6436.000,113.000
2020-12-10,789.041,16.000,2186.740,2.515,31.000,3.000,70.894,57.000,95.000,5523.000,82.000
2020-12-11,888.819,16.000,2259.071,3.256,36.000,2.000,79.050,63.000,109.000,7051.000,104.500
2020-12-12,1101.552,18.000,2476.352,4.821,33.000,17.948,77.859,57.000,216.000,10718.000,98.000
2020-12-13,1012.150,18.000,2317.952,5.292,35.000,17.000,77.537,61.000,186.000,11468.000,102.000
2020-12-14,802.823,16.000,2224.199,2.724,38.000,10.000,74.067,59.000,107.000,6055.000,92.000
2020-12-15,991.762,15.000,2348.733,3.124,56.000,5.000,73.450,58.000,128.000,6918.000,95.000
2020-12-16,912.740,14.000,2359.762,3.292,35.000,19.000,76.098,64.000,95.000,7247.491,99.000
2020-12-17,1070.355,16.000,2265.758,2.093,85.000,1.000,74.722,62.000,129.000,4699.509,98.000
2020-12-18,935.039,17.000,2189.295,2.593,58.000,2.000,75.489,62.000,100.000,5833.000,109.000
2020-12-19,1403.521,17.000,2459.219,7.982,41.000,8.000,82.596,67.000,320.000,17893.000,99.000
2020-12-20,1024.302,14.000,2533.368,3.488,39.000,3.000,80.097,64.000,135.000,7831.000,102.000
2020-12-21,736.591,12.000,2035.797,1.212,56.000,,73.962,64.000,67.000,2702.000,89.000
2020-12-22,799.279,14.000,2227.852,2.672,31.000,2.000,75.735,60.000,108.000,5935.000,110.000
2020-12-23,829.498,17.000,2276.360,2.698,32.000,,75.962,57.000,134.000,6085.000,90.000
2020-12-24,683.006,14.000,2109.759,2.721,31.000,,81.596,63.000,100.000,6076.000,92.500
2020-12-25,842.754,16.000,2282.819,3.245,34.000,2.000,80.951,60.000,157.000,7312.000,92.000
2020-12-26,945.846,14.000,2232.582,3.682,42.000,4.000,89.060,64.000,162.000,8168.000,112.000
2020-12-27,1068.028,12.000,2621.128,2.332,77.000,3.000,87.245,62.000,79.000,5102.611,98.000
2020-12-28,1365.285,17.000,2325.300,7.500,51.000,,103.163,66.000,363.000,16735.000,122.000
2020-12-29,1083.113,17.000,2356.581,4.866,51.000,,84.086,57.000,249.000,10975.000,88.000
2020-12-30,1181.026,15.000,2310.457,6.710,48.000,,90.402,58.000,350.000,15008.000,101.500
2020-12-31,850.921,16.000,2200.925,3.153,50.000,1.000,75.710,53.000,131.000,7087.000,94.000
2021-01-01,1054.773,17.000,2218.421,4.060,76.000,,85.211,52.000,204.000,9070.000,103.000
2021-01-02,718.983,14.000,2165.513,3.044,30.000,,74.521,54.000,111.000,6488.000,96.000
2021-01-03,729.372,14.000,2065.899,4.793,39.000,1.000,79.610,53.000,154.000,10595.000,110.000
2021-01-04,682.200,15.000,2194.405,1.897,30.000,,70.797,55.000,71.000,4082.000,85.000
2021-01-05,848.132,17.000,2202.074,3.239,38.000,,80.698,52.000,120.000,6663.000,88.500
2021-01-06,731.197,14.000,2171.216,2.701,33.000,,66.885,55.000,94.000,5852.000,93.000
2021-01-07,773.731,14.000,2241.351,2.272,32.000,,73.718,56.000,96.000,4701.000,93.000
2021-01-08,722.014,15.000,2187.006,1.930,31.000,,69.720,55.000,90.000,4269.000,95.000
2021-01-09,718.572,17.000,2299.868,1.702,30.000,,66.960,54.000,79.000,3691.000,91.000
2021-01-10,1022.242,14.000,2185.234,4.305,69.000,,85.607,54.000,211.000,9517.000,110.000
2021-01-11,722.051,16.000,2199.414,3.165,30.000,,70.798,56.000,91.000,6878.000,111.000
2021-01-12,763.052,14.000,2223.610,3.442,31.000,,76.716,56.000,120.000,7434.000,117.000
2021-01-13,676.724,15.000,2150.252,1.554,31.000,,70.090,55.000,71.000,3358.000,100.000
2021-01-14,785.767,16.000,2214.918,3.419,30.000,,75.014,54.000,130.000,7305.000,119.000
2021-01-15,739.489,14.000,2119.897,1.686,47.000,,69.423,57.000,68.000,3694.000,95.000
2021-01-16,854.326,18.000,2313.268,2.391,40.000,,68.606,55.000,87.000,5347.000,77.500
2021-01-17,720.856,16.000,2244.119,3.720,33.000,,79.226,54.000,150.000,8158.000,115.000
2021-01-18,780.794,17.000,2288.347,2.196,30.000,,74.860,56.000,111.000,4860.000,88.500
2021-01-19,825.653,16.000,2285.345,4.073,31.000,,74.057,57.000,115.000,8732.000,107.000
2021-01-20,791.656,14.000,2225.962,3.116,30.000,,71.784,55.000,116.000,6474.000,84.000
2021-01-21,743.677,17.000,2193.301,3.982,30.000,,70.720,52.000,146.000,8476.000,116.000
2021-01-22,755.624,15.000,2210.723,2.643,31.000,1.000,73.945,55.000,110.000,5757.000,106.000
2021-01-23,1084.541,15.000,2611.127,2.486,63.000,15.000,87.150,61.000,110.000,5339.740,85.500
2021-01-24,1015.949,17.000,2286.009,3.281,60.000,6.000,65.851,50.000,137.000,7218.000,90.000
2021-01-25,874.388,17.000,2174.216,2.328,63.000,3.000,71.782,53.000,92.000,5009.000,96.500
2021-01-26,817.801,16.000,2234.026,2.535,30.000,3.000,73.121,61.000,131.000,5496.000,110.000
2021-01-27,661.237,12.000,2114.148,1.507,33.000,1.000,75.961,62.000,43.000,3194.000,85.500
2021-01-28,771.120,17.000,2232.465,2.643,30.000,2.000,74.374,61.000,104.000,5722.000,107.000
2021-01-29,788.136,13.000,2214.146,1.477,52.000,,73.724,58.000,45.000,3179.000,93.000
2021-01-30,688.915,12.000,2166.224,3.016,30.000,4.000,79.141,65.000,123.000,6687.000,101.000
2021-01-31,846.370,18.000,2253.935,3.208,30.000,6.000,74.526,61.000,125.000,6998.000,99.000
2021-02-01,877.940,17.000,2257.754,3.762,32.000,1.000,79.942,65.000,120.000,7928.000,98.000
2021-02-02,899.353,17.000,2254.138,3.681,42.000,6.000,81.122,65.000,140.000,7684.000,97.500
2021-02-03,721.671,14.000,2143.322,2.120,30.000,2.000,78.749,66.000,70.000,4618.000,102.000
2021-02-04,866.581,14.000,2282.947,2.293,46.000,,78.922,66.000,87.000,4968.000,124.000
2021-02-05,877.378,16.000,2217.115,2.474,42.000,,80.016,64.000,96.000,5348.000,115.000
2021-02-06,751.551,14.000,2114.784,2.806,33.000,4.000,83.707,67.000,125.000,5976.000,101.000
2021-02-07,1036.220,14.000,2337.631,3.863,59.000,10.000,83.958,62.000,145.000,8472.000,100.500
2021-02-08,818.276,18.000,2259.284,2.500,30.000,4.000,71.527,60.000,89.000,5374.000,103.000
2021-02-09,984.479,19.000,2274.642,4.497,44.000,6.000,78.469,58.000,132.000,9266.000,98.500
2021-02-10,1005.782,16.000,2268.721,5.031,35.000,4.000,90.677,70.000,180.000,10553.000,107.000
2021-02-11,794.117,17.000,2190.820,2.880,30.000,,81.945,66.000,101.000,5992.000,94.500
2021-02-12,932.632,16.000,2194.884,4.181,34.000,3.000,88.990,69.000,117.000,8563.000,109.500
2021-02-13,1032.890,17.000,2347.496,5.560,47.000,5.000,85.061,68.000,179.000,11834.804,100.000
2021-02-14,1088.725,15.000,2159.927,3.614,114.000,4.393,89.418,67.000,138.000,7904.000,98.000
2021-02-15,764.627,16.000,2201.648,2.176,30.000,2.000,80.488,69.000,95.000,4703.000,111.500
2021-02-16,782.124,14.000,2137.593,2.713,46.000,4.000,86.481,67.000,114.000,5875.000,94.000
2021-02-17,939.799,16.000,2243.828,3.646,35.000,1.000,84.111,64.000,131.000,7565.000,101.000
2021-02-18,876.740,17.000,2220.752,3.515,33.000,2.000,83.862,68.000,105.000,7236.000,107.000
2021-02-19,825.503,16.000,2163.239,3.370,32.000,2.000,81.999,64.000,111.000,6847.000,101.000
2021-02-20,1050.419,16.000,2346.296,5.990,39.000,4.000,88.826,67.000,182.000,12809.000,104.000
2021-02-21,1052.694,13.000,2252.436,5.463,60.000,6.000,91.299,67.000,245.000,11838.000,98.000
2021-02-22,981.111,18.000,2322.505,3.903,45.000,14.000,79.721,66.000,136.000,8065.000,103.000
2021-02-23,763.781,17.000,2117.846,1.971,45.000,3.000,79.371,62.000,67.200,4176.000,101.000
2021-02-24,783.313,16.000,2157.117,2.708,30.000,5.000,74.688,59.000,94.000,5545.000,107.500
2021-02-25,818.073,13.000,2163.056,3.452,34.000,,84.077,66.000,110.000,7227.000,98.000
2021-02-26,813.561,16.000,2217.352,2.103,34.000,,75.803,63.000,83.000,4549.000,104.000
2021-02-27,1003.377,17.000,2269.458,5.813,30.000,7.000,89.892,65.000,247.000,12526.000,121.000
2021-02-28,809.280,17.000,2120.102,3.691,36.000,6.000,82.080,63.000,130.000,7813.000,96.500
2021-03-01,846.995,17.000,2187.247,4.076,34.000,1.000,85.307,61.000,144.000,8278.000,100.000
2021-03-02,915.684,15.000,2217.389,3.854,43.000,3.000,83.225,65.000,135.000,7783.000,106.000
2021-03-03,849.751,14.000,2167.989,3.193,45.000,4.000,81.126,62.000,97.000,6817.000,101.000
2021-03-04,714.792,17.000,2130.846,1.693,40.000,,72.551,62.000,64.000,3676.000,95.000
2021-03-05,662.899,15.000,2129.452,1.578,30.000,,73.438,62.000,66.000,3445.000,96.000
2021-03-06,976.196,18.000,2220.088,3.694,53.000,7.000,75.487,58.000,154.000,8091.000,96.000
2021-03-07,882.767,14.000,2188.085,3.085,49.000,6.000,83.301,63.000,146.000,6759.000,102.000
2021-03-08,674.540,15.000,2055.726,3.402,33.000,1.000,79.614,62.000,94.000,7380.208,96.000
2021-03-09,828.064,17.000,2156.718,4.062,35.000,4.000,78.200,59.000,115.000,8818.000,120.000
2021-03-10,754.658,17.000,2154.992,3.581,34.000,3.000,85.978,66.000,100.000,7678.000,123.000
2021-03-11,642.128,12.000,2054.914,1.490,33.000,,78.011,65.000,48.000,3246.000,94.000
2021-03-12,796.403,17.000,2116.793,3.906,42.000,1.000,84.992,63.000,115.000,8401.000,120.000
2021-03-13,913.001,14.000,2243.210,5.347,44.000,1.000,93.241,64.000,166.000,11602.000,128.000
2021-03-14,937.609,16.000,2131.355,5.590,41.000,7.000,85.390,62.000,182.000,12032.000,119.000
2021-03-15,822.052,14.000,2132.384,3.794,43.000,3.000,79.117,56.000,98.000,7881.000,93.500
2021-03-16,970.834,17.000,2264.746,5.367,47.000,11.000,91.428,60.000,155.000,11752.000,122.000
2021-03-17,760.845,16.000,2193.229,2.299,30.000,2.000,76.094,62.000,78.000,5022.000,99.000
2021-03-18,770.492,15.000,2122.281,2.224,36.000,1.000,73.210,61.000,83.000,4767.062,100.000
2021-03-19,555.370,13.000,1965.189,1.709,30.000,,72.322,58.000,60.000,3746.000,97.500
2021-03-20,752.287,15.000,2176.983,2.265,32.000,3.000,77.095,58.000,74.000,4920.000,99.000
2021-03-21,867.770,13.000,2218.789,5.021,38.000,12.591,88.791,59.000,145.000,11165.000,116.000
2021-03-22,983.115,14.000,2324.499,5.409,33.000,10.000,88.983,64.000,168.000,11929.474,117.000
2021-03-23,846.279,18.000,2114.157,4.848,30.000,2.000,81.115,60.000,125.000,10774.000,106.000
2021-03-24,723.008,15.000,2067.474,3.554,31.000,3.000,88.346,64.000,99.000,7670.000,129.000
2021-03-25,762.084,14.000,2140.564,3.665,38.000,,83.250,62.000,87.000,8123.000,122.000
2021-03-26,924.585,17.000,2218.535,5.103,38.000,9.584,84.547,60.000,142.000,11141.000,127.000
2021-03-27,956.451,14.000,2217.862,5.525,43.000,12.000,98.402,62.000,211.000,12256.000,126.000
2021-03-28,800.968,15.000,2052.094,4.465,43.000,4.000,72.522,57.000,147.000,9632.000,112.500
2021-03-29,683.325,16.000,2052.624,3.617,33.000,6.000,86.330,60.000,102.000,7908.000,130.000
2021-03-30,904.034,17.000,2178.899,4.996,42.000,5.000,85.412,63.000,126.000,10944.000,113.000
2021-03-31,957.969,17.000,2132.128,5.486,62.000,2.000,89.869,64.000,140.000,11537.000,125.000
2021-04-01,997.868,15.000,2110.197,5.558,70.000,4.000,90.857,62.000,166.000,11673.000,136.000
2021-04-02,875.188,17.000,2146.128,4.627,37.000,5.000,84.115,61.000,153.000,10054.000,130.000
2021-04-03,755.080,16.000,2185.710,3.491,30.000,2.000,72.320,58.000,118.000,7728.000,82.000
2021-04-04,817.977,16.000,2151.111,4.299,30.000,11.000,78.567,57.000,168.000,9446.000,115.000
2021-04-05,777.220,15.000,2165.569,3.947,35.000,5.000,80.979,55.000,101.000,8591.000,133.000
2021-04-06,988.905,17.000,2247.562,4.790,71.000,3.000,82.213,58.000,153.000,10517.000,114.000
2021-04-07,1169.818,17.000,2259.540,5.171,94.000,4.000,92.269,61.000,173.000,11272.000,125.000
2021-04-08,894.961,16.000,2244.129,4.526,36.000,,81.330,57.000,118.000,9791.000,114.000
2021-04-09,819.573,16.000,2250.542,3.820,37.000,,82.698,58.000,104.000,8364.000,126.000
2021-04-10,891.681,16.000,2117.366,5.645,47.000,7.000,85.541,57.000,175.000,12400.000,128.000
2021-04-11,819.220,14.000,2100.157,5.359,35.000,5.000,85.369,56.000,186.000,12121.000,122.000
2021-04-12,947.332,17.000,2296.567,4.732,40.000,1.000,75.182,56.000,141.000,10512.000,130.000
